BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address City,Building Address Zip  Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types and GFAs,Site EUI (Energy Use Intensity kBtu/ft²),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Natural Gas Emissions (kgCO2e),Electricity Usage (kWh),Electricity Emissions (kgCO2e),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Hot Water Emissions (kgCO2e),District Chilled Water Usage (kBtu),District Chilled Water Emissions (kgCO2e),District Steam Usage (kBtu),District Steam Emissions (kgCO2e),Fuel Oil 1 Usage (kBtu),Fuel Oil 1 Emissions (kgCO2e),Fuel Oil 2 Usage (kBtu),Fuel Oil 2 Emissions (kgCO2e),Fuel Oil 4 Usage (kBtu),Fuel Oil 4 Emissions (kgCO2e),Fuel Oil 5 and 6 Usage (kBtu),Fuel Oil 5 and 6 Emissions (kgCO2e),Propane Usage (kBtu),Propane Emissions (kgCO2e),Diesel Usage (kBtu),Diesel Emissions (kgCO2e),Kerosene Usage (kBtu),Kerosene Emissions (kgCO2e),Water Usage Intensity (Gallons/ft²),Compliance Status,Estimated Total GHG Emissions (kgCO2e),First Emissions Compliance Year (Projected),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (PPA),Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Corresponding Campus ID,Notes
100921,702847000.0,boston housing authority,3 monsignor dennis f. o'callaghan way,boston,2127.0,391  439 old colony av,boston,2127.0,43288.0,,Multifamily Housing,Multifamily Housing (43288.0),97.3,,4211319.1,3540100.2,188014.722,196723.0,40355.756,,,,,,,,,,,,,,,,,,,,,,60.6,in compliance,228370.478,2025.0,No,No,No,No,No,No,,
100923,702847000.0,,391-415 old colony ave,boston,2127.0,391  439 old colony av,boston,2127.0,87912.0,,Multifamily Housing,Multifamily Housing (87912.0),97.4,,8565716.8,7202500.0,382524.775,399536.0,81960.815,,,,,,,,,,,,,,,,,,,,,,24.78,in compliance,464485.59,2025.0,No,No,No,No,No,No,,
100924,702847000.0,boston housing authority,417-429 old colony ave,boston,2127.0,391  439 old colony av,boston,2127.0,76992.0,,Multifamily Housing,Multifamily Housing (76992.0),97.4,,7500172.4,6306300.0,334927.593,349904.0,71779.307,,,,,,,,,,,,,,,,,,,,,,98.7,in compliance,406706.9,2025.0,No,No,No,No,No,No,,
100927,702853000.0,boston housing authority,10 kemp st,boston,2127.0,10  22 kemp st,boston,2127.0,2900.0,,Office,Office (2900.0),92.8,56.0,269108.8,224200.0,11907.262,13162.0,2700.053,,,,,,,,,,,,,,,,,,,,,,8.9,in compliance,14607.315,2025.0,No,No,No,No,No,No,,
100928,702853000.0,,16-22 kemp st,boston,2127.0,10  22 kemp st,boston,2127.0,18426.0,,Multifamily Housing,Multifamily Housing (18426.0),96.8,,1783183.3,1497499.9,79532.22,83729.0,17176.167,,,,,,,,,,,,,,,,,,,,,,36.51,in compliance,96708.387,2025.0,No,No,No,No,No,No,,
100929,702853000.0,boston housing authority,10-14 monsignor dennis f. o'callaghan way,boston,2127.0,10  22 kemp st,boston,2127.0,48357.0,,Multifamily Housing,Multifamily Housing (48357.0),97.3,,4705528.2,3955700.3,210087.243,219762.0,45081.977,,,,,,,,,,,,,,,,,,,,,,34.75,in compliance,255169.22,2025.0,No,No,No,No,No,No,,
100930,702853000.0,boston housing authority,72-106 monsignor dennis f. o'callaghan way,boston,2127.0,10  22 kemp st,boston,2127.0,12990.0,,Multifamily Housing,Multifamily Housing (12990.0),178.7,,2320865.2,1949799.9,103553.873,108753.0,22309.59,,,,,,,,,,,,,,,,,,,,,,107.32,in compliance,125863.463,2025.0,No,No,No,No,No,No,,
100932,702853000.0,boston housing authority,4-6 monsignor dennis f. o'callaghan way,boston,2127.0,10  22 kemp st,boston,2127.0,211892.0,,Multifamily Housing,Multifamily Housing (211892.0),97.5,,20668925.6,17383101.2,923216.505,963020.1,197553.943,,,,,,,,,,,,,,,,,,,,,,19.52,in compliance,1120770.448,2025.0,No,No,No,No,No,No,,
100933,702853000.0,boston housing authority,64-70 monsignor dennis f. o'callaghan way,boston,2127.0,10  22 kemp st,boston,2127.0,3996.0,,Multifamily Housing,Multifamily Housing (3996.0),176.4,,704711,590600.0,31366.766,33444.0,6860.702,,,,,,,,,,,,,,,,,,,,,,51.3,in compliance,38227.468,2025.0,No,No,No,No,No,No,,
100936,702853000.0,boston housing authority,108-142 monsignor dennis f. o'callaghan way,boston,2127.0,10  22 kemp st,boston,2127.0,18294.0,,Multifamily Housing,Multifamily Housing (18294.0),179.2,,3278920.8,2755799.9,146360.533,153318.0,31451.655,,,,,,,,,,,,,,,,,,,,,,89.48,in compliance,177812.188,2025.0,No,No,No,No,No,No,,
100937,702853000.0,boston housing authority,144-150 monsignor dennis f. o'callaghan way,boston,2127.0,10  22 kemp st,boston,2127.0,3996.0,,Multifamily Housing,Multifamily Housing (3996.0),176.4,,704711,590600.0,31366.766,33444.0,6860.702,,,,,,,,,,,,,,,,,,,,,,32.21,in compliance,38227.468,2025.0,No,No,No,No,No,No,,
100938,702853000.0,,152-186 monsignor dennis f. o'callaghan way,boston,2127.0,10  22 kemp st,boston,2127.0,16638.0,,Multifamily Housing,Multifamily Housing (16638.0),96.7,,1608557.6,1350600.2,71730.377,75603.0,15509.199,,,,,,,,,,,,,,,,,,,,,,83.95,in compliance,87239.576,2025.0,No,No,No,No,No,No,,
100939,702853000.0,boston housing authority,16-30 monsignor dennis f. o'callaghan way,boston,2127.0,10  22 kemp st,boston,2127.0,14391.0,,Multifamily Housing,Multifamily Housing (14391.0),141.4,,2034254.5,1708899.9,90759.674,95356.0,19561.33,,,,,,,,,,,,,,,,,,,,,,34.75,in compliance,110321.004,2025.0,No,No,No,No,No,No,,
100940,702853000.0,boston housing authority,32-62 monsignor dennis f. o'callaghan way,boston,2127.0,10  22 kemp st,boston,2127.0,15310.0,,Multifamily Housing,Multifamily Housing (15310.0),94.8,,1451999.7,1219100.0,64746.401,68259.0,14002.651,,,,,,,,,,,,,,,,,,,,,,129.14,in compliance,78749.052,2025.0,No,No,No,No,No,No,,
100942,703210000.0,boston housing authority,24 bellflower st,boston,2125.0,24 bellflower st,boston,2125.0,85000.0,,Multifamily Housing,Multifamily Housing (85000.0),53.5,79.0,4551668.1,3078799.8,163515.057,431673.0,88553.399,,,,,,,,,,,,,,,,,,,,,,77.83,in compliance,252068.456,2025.0,No,No,No,No,No,No,,
100943,801209010.0,,42 harrison archways,boston,2118.0,15 msgr reynolds wy,boston,2118.0,64740.0,,Multifamily Housing,Multifamily Housing (64740.0),46,,2976830,1363500.0,72415.485,472840.0,96998.398,,,,,,,,,,,,,,,,,,,,,,49.68,in compliance,169413.883,2025.0,No,No,No,No,No,No,,
100944,801209010.0,,10 e brookline st,boston,2118.0,15 msgr reynolds wy,boston,2118.0,71898.0,,Multifamily Housing,Multifamily Housing (71898.0),63.9,,4594818.7,3490600.0,185385.766,323628.0,66389.048,,,,,,,,,,,,,,,,,,,,,,49.68,in compliance,251774.814,2025.0,No,No,No,No,No,No,,
100945,801209010.0,,18 e brookline st,boston,2118.0,15 msgr reynolds wy,boston,2118.0,84216.0,,Multifamily Housing,Multifamily Housing (84216.0),68.7,77.0,5781546.1,4473300.0,237576.963,383425.0,78655.805,,,,,,,,,,,,,,,,,,,,,,49.68,in compliance,316232.768,2025.0,No,No,No,No,No,No,,
100946,801209010.0,,599 harrison ave,boston,2118.0,15 msgr reynolds wy,boston,2118.0,85164.0,,Multifamily Housing,Multifamily Housing (85164.0),34.1,99.0,2904721.1,1471200.0,78135.432,420141.0,86187.725,,,,,,,,,,,,,,,,,,,,,,49.68,in compliance,164323.157,2025.0,No,No,No,No,No,No,,
100952,801209010.0,boston housing authority,637-651 harrison ave,boston,2118.0,15 msgr reynolds wy,boston,2118.0,74420.0,,Multifamily Housing,Multifamily Housing (74420.0),44.8,100.0,3332570.9,2717800.1,144342.363,180179.0,36961.92,,,,,,,,,,,,,,,,,,,,,,49.68,in compliance,181304.283,2025.0,No,No,No,No,No,No,,
100953,801209010.0,,623-635 harrison ave,boston,2118.0,15 msgr reynolds wy,boston,2118.0,68570.0,,Multifamily Housing,Multifamily Housing (68570.0),44.6,98.0,3057337.2,2121899.9,112694.104,274161.0,56241.388,,,,,,,,,,,,,,,,,,,,,,49.68,in compliance,168935.492,2025.0,No,No,No,No,No,No,,
100954,801209010.0,boston housing authority,17 monsignor reynolds way,boston,2118.0,15 msgr reynolds wy,boston,2118.0,45402.0,,Multifamily Housing,Multifamily Housing (45402.0),22.8,100.0,1036952.5,271600.0,14424.676,224312.0,46015.364,,,,,,,,,,,,,,,,,,,,,,49.68,in compliance,60440.04,2025.0,No,No,No,No,No,No,,
100956,801209010.0,,21 monsignor reynolds way,boston,2118.0,15 msgr reynolds wy,boston,2118.0,27770.0,,Multifamily Housing,Multifamily Housing (27770.0),81.5,70.0,2262678.1,1988100.1,105587.996,80474.2,16508.477,,,,,,,,,,,,,,,,,,,,,,49.68,in compliance,122096.473,2025.0,No,No,No,No,No,No,,
100962,801209010.0,,45-51 harrison archways,boston,2118.0,15 msgr reynolds wy,boston,2118.0,10746.0,,Multifamily Housing,Multifamily Housing (10746.0),44.7,,480209.4,223900.0,11891.329,75120.0,15410.117,,,,,,,,,,,,,,,,,,,,,,49.66,in compliance,27301.446,2025.0,No,No,No,No,No,No,,
100963,801209010.0,,49 harrison archways # 4901,boston,2118.0,15 msgr reynolds wy,boston,2118.0,10746.0,,Multifamily Housing,Multifamily Housing (10746.0),49.4,,531317.8,223900.0,11891.329,90099.0,18482.909,,,,,,,,,,,,,,,,,,,,,,49.66,in compliance,30374.238,2025.0,No,No,No,No,No,No,,
100964,900095000.0,boston housing authority,80 w dedham st,boston,2118.0,80 w dedham st,boston,2118.0,128250.0,,Multifamily Housing,Multifamily Housing (128250.0),77.2,,9894927.5,2654800.0,140996.428,2121960.0,435298.874,,,,,,,,,,,,,,,,,,,,,,65.27,in compliance,576295.302,2025.0,No,No,No,No,No,No,,
100965,902643010.0,boston housing authority,tremont st,boston,2120.0,tremont st,boston,2120.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,No,No,No,No,No,No,,
100966,1002333100.0,boston housing authority,285-287 centre st,boston,2130.0,285  297 centre st,boston,2130.0,48538.0,,Multifamily Housing,Multifamily Housing (48538.0),76.8,,3727370.7,2610200.1,138627.727,327424.0,67167.759,,,,,,,,,,,,,,,,,,,,,,40.02,in compliance,205795.486,2025.0,No,No,No,No,No,No,,
100967,1002333100.0,boston housing authority,960-964 parker st,boston,2130.0,285  297 centre st,boston,2130.0,24720.0,,Multifamily Housing,Multifamily Housing (24720.0),32.2,89.0,794975,241900.0,12847.309,162097.0,33252.579,,,,,,,,,,,,,,,,,,,,,,20.62,in compliance,46099.888,2025.0,No,No,No,No,No,No,,
100968,1002333100.0,boston housing authority,275-279 centre st,boston,2130.0,285  297 centre st,boston,2130.0,78162.0,,Multifamily Housing,Multifamily Housing (78162.0),29.2,,2284192.6,530800.0,28190.788,513890.0,105419.395,,,,,,,,,,,,,,,,,,,,,,58.66,in compliance,133610.183,2025.0,No,No,No,No,No,No,,
100969,1002333100.0,boston housing authority,295-297 centre st,boston,2130.0,285  297 centre st,boston,2130.0,34615.0,,Multifamily Housing,Multifamily Housing (34615.0),158.9,,5501366.5,4725999.8,250997.849,227247.0,46617.45,,,,,,,,,,,,,,,,,,,,,,52.88,in compliance,297615.299,2025.0,No,No,No,No,No,No,,
100970,1002333200.0,boston housing authority,950-954 parker st,boston,2130.0,954  940 parker st,boston,2130.0,48951.0,,Multifamily Housing,Multifamily Housing (48951.0),82.6,,4042336.8,2945000.1,156408.955,321611.0,65975.281,,,,,,,,,,,,,,,,,,,,,,126.6,in compliance,222384.236,2025.0,No,No,No,No,No,No,,
100971,1002333200.0,boston housing authority,940-944 parker st,boston,2130.0,954  940 parker st,boston,2130.0,48951.0,,Multifamily Housing,Multifamily Housing (48951.0),76.7,,3756636.7,2659299.9,141235.418,321611.0,65975.281,,,,,,,,,,,,,,,,,,,,,,147.56,in compliance,207210.699,2025.0,No,No,No,No,No,No,,
100972,1101630000.0,boston housing authority,1990 columbus ave,boston,2119.0,1990 columbus av,boston,2119.0,121640.0,,Multifamily Housing,Multifamily Housing (121640.0),63.7,10.0,7743331.9,2076000.0,110256.36,1661000.0,340737.54,,,,,,,,,,,,,,,,,,,,,,50.58,in compliance,450993.9,2025.0,No,No,No,No,No,No,,
100973,1202342000.0,boston housing authority,125 elm hill ave,boston,2121.0,brookledge st,boston,2121.0,63162.0,,Multifamily Housing,Multifamily Housing (63162.0),75.2,52.0,4752454.4,4062199.9,215743.437,202302.0,41500.232,,,,,,,,,,,,,,,,,,,,,,27.17,in compliance,257243.669,2025.0,No,No,No,No,No,No,,
100974,1601530000.0,boston housing authority,1879 dorchester ave,boston,2124.0,talbot av,boston,2124.0,103200.0,,Multifamily Housing,Multifamily Housing (103200.0),53.6,70.0,5529506.9,3747299.8,199019.092,522335.0,107151.802,,,,,,,,,,,,,,,,,,,,,,33.47,in compliance,306170.894,2025.0,No,No,No,No,No,No,,
100975,1700958000.0,boston housing authority,5 melville ave,boston,2124.0,5 melville av,boston,2124.0,13952.0,,Multifamily Housing,Multifamily Housing (13952.0),112,,1563000.9,1272800.0,67598.408,85053.0,17447.772,,,,,,,,,,,,,,,,,,,,,,46.04,in compliance,85046.18,2025.0,No,No,No,No,No,No,,
100976,1700958000.0,boston housing authority,11 melville ave,boston,2124.0,5 melville av,boston,2124.0,16032.0,,Multifamily Housing,Multifamily Housing (16032.0),112.1,8.0,1797512.8,1464000.0,77753.04,97747.0,20051.82,,,,,,,,,,,,,,,,,,,,,,46.04,in compliance,97804.86,2025.0,No,No,No,No,No,No,,
100977,1703554000.0,boston housing authority,2262-2266 dorchester ave,boston,2124.0,2262  2266 dorchester av,boston,2124.0,110110.0,,Multifamily Housing,Multifamily Housing (110110.0),89,,9794584.8,8820799.9,468472.683,285400.0,58546.956,,,,,,,,,,,,,,,,,,,,,,38.22,in compliance,527019.639,2025.0,No,No,No,No,No,No,,
100978,1704614000.0,boston housing authority,784-786 washington st,boston,2124.0,784  786 washington st,boston,2124.0,64230.0,,Multifamily Housing,Multifamily Housing (64230.0),93,,5975632.7,3857599.5,204877.109,620760.0,127342.706,,,,,,,,,,,,,,,,,,,,,,94.02,in compliance,332219.815,2025.0,No,No,No,No,No,No,,
100979,1800112000.0,boston housing authority,9-11 dr. mary moore beatty cir,boston,2126.0,9  15 dr mary m beatty ci,boston,2126.0,8000.0,,Multifamily Housing,Multifamily Housing (8000.0),66.9,,535520.2,,,156952.0,32197.133,,,,,,,,,,,,,,,,,,,,,,35.74,in compliance,32197.133,2030.0,No,No,No,No,No,No,,
100980,1800112000.0,boston housing authority,15 dr. mary moore beatty cir,boston,2126.0,9  15 dr mary m beatty ci,boston,2126.0,1540.0,,Office,Office (1540.0),67.1,25.0,103301.7,,,30276.0,6210.819,,,,,,,,,,,,,,,,,,,,,,35.99,in compliance,6210.819,2030.0,No,No,No,No,No,No,,
100981,1800112000.0,boston housing authority,5-7 dr. mary moore beatty cir,boston,2126.0,9  15 dr mary m beatty ci,boston,2126.0,8000.0,,Multifamily Housing,Multifamily Housing (8000.0),66.9,,535520.2,,,156952.0,32197.133,,,,,,,,,,,,,,,,,,,,,,35.74,in compliance,32197.133,2030.0,No,No,No,No,No,No,,
100982,1800257000.0,boston housing authority,1005 morton st,boston,2126.0,woodmere st,boston,2126.0,1092.0,,Multifamily Housing,Multifamily Housing (1092.0),128,,139777.3,97100.0,5156.981,12508.0,2565.891,,,,,,,,,,,,,,,,,,,,,,91.65,in compliance,7722.872,2025.0,No,No,No,No,No,No,,
100983,1800257000.0,boston housing authority,99 standard st,boston,2126.0,woodmere st,boston,2126.0,1092.0,,Multifamily Housing,Multifamily Housing (1092.0),122.7,,133942.3,112300.0,5964.253,6343.0,1301.203,,,,,,,,,,,,,,,,,,,,,,49.19,in compliance,7265.456,2025.0,No,No,No,No,No,No,,
100984,1800257000.0,boston housing authority,1009 morton st,boston,2126.0,woodmere st,boston,2126.0,1092.0,,Multifamily Housing,Multifamily Housing (1092.0),137.5,,150190.1,119100.0,6325.401,9112.0,1869.236,,,,,,,,,,,,,,,,,,,,,,131.28,in compliance,8194.637,2025.0,No,No,No,No,No,No,,
100985,1800257000.0,boston housing authority,1019 morton st,boston,2126.0,woodmere st,boston,2126.0,1092.0,,Multifamily Housing,Multifamily Housing (1092.0),148.4,,162008.6,134600.0,7148.606,8033.0,1647.89,,,,,,,,,,,,,,,,,,,,,,177.61,in compliance,8796.496,2025.0,No,No,No,No,No,No,,
100986,1800257000.0,boston housing authority,1027 morton st,boston,2126.0,woodmere st,boston,2126.0,1092.0,,Multifamily Housing,Multifamily Housing (1092.0),131.2,,143297.7,111300.0,5911.143,9378.0,1923.803,,,,,,,,,,,,,,,,,,,,,,147.88,in compliance,7834.946,2025.0,No,No,No,No,No,No,,
100987,1800257000.0,boston housing authority,1037 morton st,boston,2126.0,woodmere st,boston,2126.0,1092.0,,Multifamily Housing,Multifamily Housing (1092.0),133.2,,145488.7,120100.0,6378.511,7441.0,1526.447,,,,,,,,,,,,,,,,,,,,,,74.24,in compliance,7904.958,2025.0,No,No,No,No,No,No,,
100988,1800257000.0,boston housing authority,98-100 standard st,boston,2126.0,woodmere st,boston,2126.0,1800.0,,Multifamily Housing,Multifamily Housing (1800.0),111.1,,199937.8,162300.0,8619.753,11031.0,2262.899,,,,,,,,,,,,,,,,,,,,,,87.46,in compliance,10882.652,2025.0,No,No,No,No,No,No,,
100989,1800257000.0,boston housing authority,102-104 standard st,boston,2126.0,woodmere st,boston,2126.0,1800.0,,Multifamily Housing,Multifamily Housing (1800.0),132.3,,238115.9,183500.0,9745.685,16007.0,3283.676,,,,,,,,,,,,,,,,,,,,,,69.69,in compliance,13029.361,2025.0,No,No,No,No,No,No,,
100990,1800257000.0,boston housing authority,103-105 standard st,boston,2126.0,woodmere st,boston,2126.0,1800.0,,Multifamily Housing,Multifamily Housing (1800.0),105.3,,189597.5,157900.0,8386.069,9290.0,1905.751,,,,,,,,,,,,,,,,,,,,,,88.08,in compliance,10291.82,2025.0,No,No,No,No,No,No,,
100991,1800257000.0,boston housing authority,106-108 standard st,boston,2126.0,woodmere st,boston,2126.0,1932.0,,Multifamily Housing,Multifamily Housing (1932.0),177.6,,343104.5,284500.0,15109.795,17176.0,3523.485,,,,,,,,,,,,,,,,,,,,,,149.88,in compliance,18633.28,2025.0,No,No,No,No,No,No,,
100992,1800257000.0,boston housing authority,107-109 standard st,boston,2126.0,woodmere st,boston,2126.0,2064.0,,Multifamily Housing,Multifamily Housing (2064.0),150.3,,310171.5,242300.0,12868.553,19892.0,4080.645,,,,,,,,,,,,,,,,,,,,,,59.82,in compliance,16949.198,2025.0,No,No,No,No,No,No,,
100993,1800257000.0,boston housing authority,110-112 standard st,boston,2126.0,woodmere st,boston,2126.0,1800.0,,Multifamily Housing,Multifamily Housing (1800.0),129,,232280.5,179200.0,9517.312,15557.0,3191.363,,,,,,,,,,,,,,,,,,,,,,36.49,in compliance,12708.675,2025.0,No,No,No,No,No,No,,
100994,1800257000.0,boston housing authority,120-122 standard st,boston,2126.0,woodmere st,boston,2126.0,2064.0,,Multifamily Housing,Multifamily Housing (2064.0),55.9,,115475.5,74900.0,3977.939,11892.0,2439.525,,,,,,,,,,,,,,,,,,,,,,68.11,in compliance,6417.464,2025.0,No,No,No,No,No,No,,
100995,1800257000.0,boston housing authority,124-126 standard st,boston,2126.0,woodmere st,boston,2126.0,2064.0,,Multifamily Housing,Multifamily Housing (2064.0),119.4,,246357.2,208600.0,11078.746,11066.0,2270.079,,,,,,,,,,,,,,,,,,,,,,52.24,in compliance,13348.825,2025.0,No,No,No,No,No,No,,
100996,1800257000.0,boston housing authority,127-129 standard st,boston,2126.0,woodmere st,boston,2126.0,2064.0,,Multifamily Housing,Multifamily Housing (2064.0),135.1,,278815.6,199200.0,10579.512,23334.0,4786.737,,,,,,,,,,,,,,,,,,,,,,73.51,in compliance,15366.249,2025.0,No,No,No,No,No,No,,
100997,1800257000.0,boston housing authority,128-130 standard st,boston,2126.0,woodmere st,boston,2126.0,2064.0,,Multifamily Housing,Multifamily Housing (2064.0),111,,229050.5,172500.0,9161.475,16574.0,3399.99,,,,,,,,,,,,,,,,,,,,,,67.71,in compliance,12561.465,2025.0,No,No,No,No,No,No,,
100998,1800257000.0,boston housing authority,131-133 standard st,boston,2126.0,woodmere st,boston,2126.0,2064.0,,Multifamily Housing,Multifamily Housing (2064.0),126.4,,260918.4,200700.0,10659.177,17649.0,3620.516,,,,,,,,,,,,,,,,,,,,,,97.04,in compliance,14279.693,2025.0,No,No,No,No,No,No,,
100999,1800257000.0,boston housing authority,132-134 standard st,boston,2126.0,woodmere st,boston,2126.0,1800.0,,Multifamily Housing,Multifamily Housing (1800.0),126.3,,227321.1,171900.0,9129.609,16243.0,3332.089,,,,,,,,,,,,,,,,,,,,,,201.47,in compliance,12461.698,2025.0,No,No,No,No,No,No,,
101000,1800257000.0,boston housing authority,136-138 standard st,boston,2126.0,woodmere st,boston,2126.0,1800.0,,Multifamily Housing,Multifamily Housing (1800.0),138.9,,250106.9,204700.0,10871.617,13308.0,2730.003,,,,,,,,,,,,,,,,,,,,,,150.82,in compliance,13601.62,2025.0,No,No,No,No,No,No,,
101001,1800257000.0,boston housing authority,137-139 standard st,boston,2126.0,woodmere st,boston,2126.0,1800.0,,Multifamily Housing,Multifamily Housing (1800.0),130.3,,234569.5,185000.0,9825.35,14528.0,2980.274,,,,,,,,,,,,,,,,,,,,,,96.42,in compliance,12805.624,2025.0,No,No,No,No,No,No,,
101002,1800257000.0,boston housing authority,140-142 standard st,boston,2126.0,woodmere st,boston,2126.0,2064.0,,Multifamily Housing,Multifamily Housing (2064.0),125.1,,258252.7,217800.0,11567.358,11856.0,2432.14,,,,,,,,,,,,,,,,,,,,,,47.65,in compliance,13999.498,2025.0,No,No,No,No,No,No,,
101003,1800257000.0,boston housing authority,141-143 standard st,boston,2126.0,woodmere st,boston,2126.0,2064.0,,Multifamily Housing,Multifamily Housing (2064.0),112.1,,231372.3,189200.0,10048.412,12360.0,2535.53,,,,,,,,,,,,,,,,,,,,,,41.52,in compliance,12583.942,2025.0,No,No,No,No,No,No,,
101004,1800257000.0,boston housing authority,144-146 standard st,boston,2126.0,woodmere st,boston,2126.0,1800.0,,Multifamily Housing,Multifamily Housing (1800.0),96.9,,174433,147700.0,7844.347,7835.0,1607.272,,,,,,,,,,,,,,,,,,,,,,29.83,in compliance,9451.619,2025.0,No,No,No,No,No,No,,
101005,1800257000.0,boston housing authority,145-147 standard st,boston,2126.0,woodmere st,boston,2126.0,2064.0,,Multifamily Housing,Multifamily Housing (2064.0),133,,274490.8,212000.0,11259.32,18315.0,3757.139,,,,,,,,,,,,,,,,,,,,,,69.79,in compliance,15016.459,2025.0,No,No,No,No,No,No,,
101006,1800257000.0,boston housing authority,148-150 standard st,boston,2126.0,woodmere st,boston,2126.0,2064.0,,Multifamily Housing,Multifamily Housing (2064.0),120.5,,248688.1,206700.0,10977.837,12306.0,2524.453,,,,,,,,,,,,,,,,,,,,,,77.14,in compliance,13502.29,2025.0,No,No,No,No,No,No,,
101007,1800257000.0,boston housing authority,151-153 standard st,boston,2126.0,woodmere st,boston,2126.0,1932.0,,Multifamily Housing,Multifamily Housing (1932.0),126,,243483,186100.0,9883.771,16818.0,3450.045,,,,,,,,,,,,,,,,,,,,,,219.3,in compliance,13333.816,2025.0,No,No,No,No,No,No,,
101008,1800257000.0,boston housing authority,152-154 standard st,boston,2126.0,woodmere st,boston,2126.0,1800.0,,Multifamily Housing,Multifamily Housing (1800.0),118.2,,212676.7,166700.0,8853.437,13475.0,2764.262,,,,,,,,,,,,,,,,,,,,,,93.09,in compliance,11617.699,2025.0,No,No,No,No,No,No,,
101009,1800257000.0,boston housing authority,156-158 standard st,boston,2126.0,woodmere st,boston,2126.0,1800.0,,Multifamily Housing,Multifamily Housing (1800.0),112.1,,201759.3,174900.0,9288.939,7872.0,1614.862,,,,,,,,,,,,,,,,,,,,,,75.72,in compliance,10903.801,2025.0,No,No,No,No,No,No,,
101010,1800257000.0,boston housing authority,1-3 woodbole ave,boston,2126.0,woodmere st,boston,2126.0,2064.0,,Multifamily Housing,Multifamily Housing (2064.0),105.8,,218432.5,153700.0,8163.007,18972.0,3891.916,,,,,,,,,,,,,,,,,,,,,,73.6,in compliance,12054.923,2025.0,No,No,No,No,No,No,,
101011,1800257000.0,boston housing authority,10-12 woodbole ave,boston,2126.0,woodmere st,boston,2126.0,1800.0,,Multifamily Housing,Multifamily Housing (1800.0),129.2,,232587.8,189600.0,10069.656,12599.0,2584.559,,,,,,,,,,,,,,,,,,,,,,64.93,in compliance,12654.215,2025.0,No,No,No,No,No,No,,
101012,1800257000.0,,100-102 woodbole ave,boston,2126.0,woodmere st,boston,2126.0,2064.0,,Multifamily Housing,Multifamily Housing (2064.0),144,,297146.9,234100.0,12433.051,18478.0,3790.577,,,,,,,,,,,,,,,,,,,,,,116.36,in compliance,16223.628,2025.0,No,No,No,No,No,No,,
101013,1800257000.0,boston housing authority,99-101 woodbole ave,boston,2126.0,woodmere st,boston,2126.0,1932.0,,Multifamily Housing,Multifamily Housing (1932.0),136.8,,264299.5,206200.0,10951.282,17028.0,3493.124,,,,,,,,,,,,,,,,,,,,,,100.97,in compliance,14444.406,2025.0,No,No,No,No,No,No,,
101014,1800257000.0,boston housing authority,103-105 woodbole ave,boston,2126.0,woodmere st,boston,2126.0,2064.0,,Multifamily Housing,Multifamily Housing (2064.0),132.7,,273850.7,238400.0,12661.424,10390.0,2131.405,,,,,,,,,,,,,,,,,,,,,,103.4,in compliance,14792.829,2025.0,No,No,No,No,No,No,,
101015,1800257000.0,boston housing authority,107-109 woodbole ave,boston,2126.0,woodmere st,boston,2126.0,2064.0,,Multifamily Housing,Multifamily Housing (2064.0),100.9,,208331.7,155200.0,8242.672,15572.0,3194.44,,,,,,,,,,,,,,,,,,,,,,25.28,in compliance,11437.112,2025.0,No,No,No,No,No,No,,
101016,1800257000.0,boston housing authority,9-11 woodbole ave,boston,2126.0,woodmere st,boston,2126.0,1800.0,,Multifamily Housing,Multifamily Housing (1800.0),121.2,,218191.5,174900.0,9288.939,12688.0,2602.816,,,,,,,,,,,,,,,,,,,,,,114.9,in compliance,11891.755,2025.0,No,No,No,No,No,No,,
101017,1800257000.0,boston housing authority,111-113 woodbole ave,boston,2126.0,woodmere st,boston,2126.0,2064.0,,Multifamily Housing,Multifamily Housing (2064.0),133.8,,276206.2,221000.0,11737.31,16180.0,3319.165,,,,,,,,,,,,,,,,,,,,,,122.63,in compliance,15056.475,2025.0,No,No,No,No,No,No,,
101018,1800257000.0,boston housing authority,115-117 woodbole ave,boston,2126.0,woodmere st,boston,2126.0,2064.0,,Multifamily Housing,Multifamily Housing (2064.0),107.7,,222254.6,171600.0,9113.676,14846.0,3045.508,,,,,,,,,,,,,,,,,,,,,,130.42,in compliance,12159.184,2025.0,No,No,No,No,No,No,,
101019,1800257000.0,boston housing authority,116-118 woodbole ave,boston,2126.0,woodmere st,boston,2126.0,1800.0,,Multifamily Housing,Multifamily Housing (1800.0),105.7,,190259,137100.0,7281.381,15580.0,3196.081,,,,,,,,,,,,,,,,,,,,,,162.7,in compliance,10477.462,2025.0,No,No,No,No,No,No,,
