BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address City,Building Address Zip  Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types and GFAs,Site EUI (Energy Use Intensity kBtu/ft²),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Natural Gas Emissions (kgCO2e),Electricity Usage (kWh),Electricity Emissions (kgCO2e),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Hot Water Emissions (kgCO2e),District Chilled Water Usage (kBtu),District Chilled Water Emissions (kgCO2e),District Steam Usage (kBtu),District Steam Emissions (kgCO2e),Fuel Oil 1 Usage (kBtu),Fuel Oil 1 Emissions (kgCO2e),Fuel Oil 2 Usage (kBtu),Fuel Oil 2 Emissions (kgCO2e),Fuel Oil 4 Usage (kBtu),Fuel Oil 4 Emissions (kgCO2e),Fuel Oil 5 and 6 Usage (kBtu),Fuel Oil 5 and 6 Emissions (kgCO2e),Propane Usage (kBtu),Propane Emissions (kgCO2e),Diesel Usage (kBtu),Diesel Emissions (kgCO2e),Kerosene Usage (kBtu),Kerosene Emissions (kgCO2e),Water Usage Intensity (Gallons/ft²),Compliance Status,Estimated Total GHG Emissions (kgCO2e),First Emissions Compliance Year (Projected),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (PPA),Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Corresponding Campus ID,Notes
100001,303060001.0,1 lovejoy wharf boston  realty llc,160  170 n washington st,boston,2114.0,160  170 n washington st,boston,2114.0,236688.0,,Office,"Office (231408.0),Retail Store (5280.0)",67,60.0,15857190.6,3634294.3,193017.37,3582326.0,734878.356,,,,,,,,,,,,,,,,,,,,,,10.59,in compliance,927895.726,2025.0,No,No,No,No,No,No,,
100002,304794000.0,10 temple place lp,2-24 temple pl,boston,2111.0,24  2 temple pl,boston,2111.0,135344.0,,Multifamily Housing,"Personal Services (Health/Beauty, Dry Cleaning, etc) (1129.0),Restaurant (1552.0),Multifamily Housing (127684.0),Medical Office (2145.0),Supermarket/Grocery Store (2834.0)",55.6,,7523053.3,4848580.8,257508.126,783843.1,160797.574,,,,,,,,,,,,,,,,,,,,,,39.02,in compliance,418305.7,2025.0,No,No,No,No,No,No,,
100003,602757045.0,10-20 channel center,20 channel center st,boston,2127.0,20  30 channel center st,boston,2127.0,255383.0,,Office,Office (255383.0),37.3,75.0,9516723.5,,,2789192.0,572174.847,,,,,,,,,,,,,,,,,,,,,,5.76,in compliance,572174.847,2025.0,No,No,No,No,No,No,,
100005,304718000.0,10-24 school street,24 school st,boston,2108.0,12 province st,boston,2108.0,134789.0,,Office,"Office (108140.0),Data Center (361.0),Retail Store (26288.0)",55.3,84.0,7451448.8,0.0,,1104306.0,226537.333,,,,,,3683557.7,203332.385,,,,,,,,,,,,,,,4.47,in compliance,429869.718,2025.0,No,No,No,No,No,No,,
100007,304408000.0,100 high owner llc,100 high st,boston,2110.0,100 high st,boston,2110.0,550326.0,94644.0,Office,"Office (540040.0),Data Center (400.0),Other - Restaurant/Bar (9886.0),Parking (94644.0)",50.6,,27828470.2,,,8156058.0,1673133.738,,,,,,,,,,,,,,,,,,,,,,6.59,in compliance,1673133.738,2025.0,No,No,No,No,No,No,,
100008,602671039.0,100 northern avenue llc,90  110 northern av,boston,2210.0,90  110 northern av,boston,2210.0,572998.0,166100.0,Office,"Restaurant (5726.0),Office (565598.0),Data Center (1674.0),Parking (166100.0)",83.5,50.0,47853912.7,16343111.1,867982.631,9235288.0,1894526.98,,,,,,,,,,,,,,,,,,,,,,10.14,in compliance,2762509.611,2025.0,No,No,No,No,No,No,,
100009,304220000.0,100 summer owner llc,100 summer st,boston,2110.0,100 summer st,boston,2110.0,1113465.0,21580.0,Office,"Office (1108725.0),Parking (21580.0),Fast Food Restaurant (4740.0)",58.1,75.0,64688215.1,,,11708040.0,2401787.326,,,,,,24740373.8,1365668.634,,,,,,,,,,,,,,,6.93,in compliance,3767455.96,2025.0,No,No,No,No,No,No,,
100011,306234010.0,,1000-1020 washington st,boston,2118.0,321 harrison av,boston,2118.0,239877.0,0.0,Laboratory,"Laboratory (239877.0),Parking (105000.0)",51.3,,12314964.6,1453612.9,77201.381,3183280.0,653018.059,,,,,,,,,,,,,,,,,,,,,,,in compliance,730219.44,2025.0,Yes,No,No,No,Yes,Yes,,
100013,1001625010.0,101 huntington owner (de)  llc,101 s huntington ave,boston,2199.0,105 s huntington av,boston,2199.0,204050.0,68250.0,Multifamily Housing,"Multifamily Housing (202450.0),Electric Vehicle Charging Station (0.0),Swimming Pool (0.0),Parking (68250.0),Other (1600.0)",33.2,100.0,6766543.1,4094421.7,217454.736,783154.0,160656.212,,,,,,,,,,,,,,,,,,,,,,16.64,pending revisions,378110.948,2025.0,No,No,No,No,No,No,,
100014,301675000.0,101 merrimac owner llc,101 merrimac st,boston,2114.0,101 merrimac st,boston,2114.0,162664.0,14627.0,Office,"Office (162664.0),Parking (14627.0)",43.5,88.0,7083461.6,583086.4,30967.719,1905151.0,390822.676,,,,,,,,,,,,,,,,,,,,,,5.31,in compliance,421790.395,2025.0,No,No,No,No,No,No,,
100015,602643020.0,101 seaport boulevard,101 seaport bl,boston,2210.0,101 seaport bl,boston,2210.0,620642.0,144404.0,Office,"Office (620642.0),Parking (144404.0)",53.7,92.0,33323490.6,10405154.8,552617.771,6716980.0,1377921.277,,,,,,,,,,,,,,,,,,,,,,9.65,in compliance,1930539.048,2025.0,No,No,No,No,No,No,,
100016,304578000.0,101 summer street inc,105-111 summer st,boston,2110.0,101  111 summer st,boston,2110.0,58306.0,,Office,Office (58306.0),73.6,48.0,4289956.6,1792158.3,95181.527,732062.8,150175.363,,,,,,,,,,,,,,,,,,,,,,12.75,in compliance,245356.89,2025.0,Yes,No,No,No,Yes,Yes,,
100017,304717000.0,101bos llc,100-102 tremont st,boston,2108.0,75  59 bromfield st,boston,2108.0,78608.0,,Office,"Restaurant (5870.0),Office (72738.0)",71.3,65.0,5607969.5,3662800.1,194531.313,570096.5,116949.596,,,,,,,,,,,,,,,,,,,,,,22.54,in compliance,311480.909,2025.0,No,No,No,No,No,No,,
100018,2100472000.0,,1047 commonwealth ave,boston,2134.0,1047 commonwealth av,boston,2134.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,No,No,No,No,No,No,,
100023,303842000.0,112 llc,98-114 water st,boston,2109.0,102  114 water st,boston,2109.0,25320.0,,Office,Office (25320.0),29.5,93.0,746382.5,277700.0,14748.647,137363.0,28178.646,,,,,,,,,,,,,,,,,,,,,,2631.66,in compliance,42927.293,2030.0,No,No,No,No,No,No,,
100025,2100753000.0,1139 commonwealth llc mass llc,1139 commonwealth ave,boston,2134.0,1139 commonwealth av,boston,2134.0,23830.0,,Multifamily Housing,Multifamily Housing (23830.0),73.7,95.0,1756201.8,1567092.5,83228.283,55424.7,11369.823,,,,,,,,,,,,,,,,,,,,,,31.19,in compliance,94598.106,2030.0,No,No,No,No,No,No,,
100026,802471000.0,12 mount vernon street llc,1127-1131 harrison ave,boston,2119.0,14  26 palmer st,boston,2119.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,,,,,,,,
100027,2200550000.0,1200 sfr llc,1200 soldiers field rd,boston,2134.0,1200 soldiers field rd,boston,2134.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
100028,602643040.0,121 seaport boulevard condominiium trust,113  129 seaport bl,boston,2210.0,113  129 seaport bl,boston,2210.0,486562.0,130276.0,Office,"Office (486562.0),Parking (130276.0)",58.6,77.0,28516723.5,8820885.8,468477.245,5772520.0,1184174.753,,,,,,,,,,,,,,,,,,,,,,7.76,in compliance,1652651.998,2025.0,No,No,No,No,No,No,,
100029,1809104000.0,1217 hp realty trust,1217 hyde park ave,boston,2136.0,1217 r1217 hyde park av,boston,2136.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
100030,703576000.0,1246 mass ave llc,1246-1250 massachusetts ave,boston,2125.0,1246 massachusetts av,boston,2125.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
100031,1101208030.0,125 amory leasehold condominium association,125 amory st,boston,2119.0,125 amory st,boston,2119.0,113806.0,,Multifamily Housing,Multifamily Housing (113806.0),96.7,6.0,11002146.5,3211730.0,170574.98,2283240.0,468383.854,,,,,,,,,,,,,,,,,,,,,,58.1,in compliance,638958.834,2025.0,No,No,No,No,No,No,,
100035,304334000.0,125 lincoln street owner llc,109-153 lincoln st,boston,2111.0,109  153 lincoln st,boston,2111.0,110832.0,0.0,Office,"Office (70679.0),Parking (62500.0),Retail Store (40153.0)",Not Available,,Not Available,,,62400.0,12800.736,,,,,,,,,,,,,,,,,,,,,,0.02,in compliance,12800.736,2025.0,No,No,No,No,No,No,,
100036,504328000.0,126 brookline avenue llc,122-130 brookline ave,boston,2215.0,122  130 brookline av,boston,2215.0,71844.0,,Office,"Restaurant (10150.0),Office (31907.0),Retail Store (29787.0)",139.5,,10024739.6,5495289.9,291854.847,1327506.0,272324.581,,,,,,,,,,,,,,,,,,,,,,58.64,in compliance,564179.428,2025.0,Yes,No,No,No,Yes,Yes,,
100037,602642000.0,133 seaport residential condominium trust,131-153 seaport blvd,boston,2210.0,131  149 seaport bl,boston,2210.0,296552.0,,Multifamily Housing,"Multifamily Housing (253114.0),Retail Store (43438.0)",51.6,,15314168.2,8309593.0,441322.484,2052924.0,421136.829,,,,,,,,,,,,,,,,,,,,,,,in compliance,862459.313,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
100038,602642100.0,133 seaport residential condominium trust,133 seaport bl,boston,2210.0,133 seaport bl,boston,2210.0,384094.0,,Multifamily Housing,"Multifamily Housing (340656.0),Retail Store (43438.0)",40.6,,15602252.2,7414254.9,393771.078,2399765.0,492287.792,,,,,,,,,,,,,,,,,,,,,,,in compliance,886058.87,2025.0,No,No,No,No,No,No,,
100039,502721000.0,133-135 marlborough street,133 marlborough st,boston,2116.0,133  135 marlborough st,boston,2116.0,22214.0,,Multifamily Housing,Multifamily Housing (22214.0),66.8,86.0,1484599,1219200.0,64751.712,77784.0,15956.61,,,,,,,,,,,,,,,,,,,,,,10.43,in compliance,80708.322,2030.0,I`m not sure,No,No,No,I`m not sure,I`m not sure,,
100040,1500287000.0,1334 dot llc,1334-1342 dorchester ave,boston,2122.0,1342  1334 dorchester av,boston,2122.0,0.0,,Not Available,Non-Refrigerated Warehouse (N/A),Not Available,,Not Available,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,pending revisions,,2025.0,,,,,,,,
100041,1302364050.0,135 morrissey owner llc,135 william t morrissey blvd,boston,2127.0,135 wm t morrissey bl,boston,2127.0,708310.0,0.0,Laboratory,"Office (82875.5),Laboratory (625434.5),Parking (20000.0)",45.1,,31929417.3,13815568.9,733744.864,5308865.0,1089060.566,,,,,,,,,,,,,,,,,,,,,,1.35,in compliance,1822805.43,2025.0,No,No,No,No,No,No,,
100042,2100842000.0,138 harvard llc,138 harvard ave,boston,2134.0,138 harvard av,boston,2134.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
100043,304692050.0,,14 14a beacon st,boston,2108.0,14 14a beacon st,boston,2108.0,88203.0,,Office,"Office (75203.0),Library (13000.0)",51.9,66.0,4573684.1,748590.3,39757.631,1121071.0,229976.505,,,,,,,,,,,,,,,,,,,,,,2.08,in compliance,269734.136,2025.0,No,No,No,No,No,No,,
100044,600030000.0,,14  16 w broadway,boston,2127.0,14  16 w broadway,boston,2127.0,68784.0,14110.0,Multifamily Housing,"Multifamily Housing (68784.0),Parking (14110.0)",90.7,9.0,6237054.9,3328737.9,176789.27,852378.9,174857.008,,,,,,,,,,,,,,,,,,,,,,26.25,in compliance,351646.278,2025.0,No,No,No,No,No,No,,
100045,1000003000.0,1457 tremont street llc,1455-1459 tremont st #,boston,2120.0,1457 tremont st,boston,2120.0,38208.0,763.0,Multifamily Housing,"Multifamily Housing (36454.0),Bank Branch (1754.0),Parking (763.0)",28.1,100.0,1074258.4,491100.0,26082.321,170914.0,35061.298,,,,,,,,,,,,,,,,,,,,,,21.35,in compliance,61143.619,2025.0,No,No,No,No,No,No,,
100046,1000517000.0,1480 tremont realty trust,1486 tremont st,boston,2120.0,1486 tremont st,boston,2120.0,75370.0,0.0,Multifamily Housing,"Multifamily Housing (75370.0),Parking (23121.0)",51,92.0,3845621.8,2170957.6,115299.558,490816.0,100685.994,,,,,,,,,,,,,,,,,,,,,,30.2,in compliance,215985.552,2025.0,No,No,No,No,No,No,,
100049,504242000.0,15-19 queensberry street llc,15 queensberry st,boston,2215.0,15 queensberry st,boston,2215.0,19110.0,,Multifamily Housing,Multifamily Housing (19110.0),73.9,69.0,1412757,,,66568.0,13655.76,,,,,,,,,,1185627.0,87985.38,,,,,,,,,,,40.18,in compliance,101641.14,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
100051,600074010.0,150 dorchester avenue,150 dorchester ave,boston,2127.0,150 dorchester av,boston,2127.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
100052,802549000.0,150 dudley llc,152-156 dudley st,boston,2119.0,150  156 dudley st,boston,2119.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
100053,600301000.0,150 west broadway condominium trust,150 w broadway,boston,2127.0,152  156 w broadway,boston,2127.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
100054,800791000.0,152 hampden street llc,152 hampden st,boston,2119.0,152 hampden st,boston,2119.0,21000.0,0.0,Office,"Bar/Nightclub (6125.0),Office (14875.0),Parking (9543.0)",78,,1638276,980941.9,52097.824,192653.6,39520.96,,,,,,,,,,,,,,,,,,,,,,12.61,in compliance,91618.784,2030.0,No,No,No,No,No,No,,
100055,100526000.0,16 boardman street condominium trust,16 boardman st,boston,2128.0,16 boardman st,boston,2128.0,19700.0,4580.0,Multifamily Housing,"Multifamily Housing (19700.0),Parking (4580.0)",22.8,,450005.2,,,131889.0,27055.709,,,,,,,,,,,,,,,,,,,,,,19.89,in compliance,27055.709,2030.0,No,No,No,No,No,No,,
100056,600268000.0,160 west broadway,135 athens st,boston,2127.0,160 w broadway st,boston,2127.0,24358.0,5560.0,Multifamily Housing,"Multifamily Housing (24358.0),Parking (5560.0)",20.8,,507474.3,288400.0,15316.924,64207.0,13171.424,,,,,,,,,,,,,,,,,,,,,,24.24,in compliance,28488.348,2030.0,No,No,No,No,No,No,,
100057,2102015000.0,16509 cwma owner llc,1650-1654 commonwealth ave,boston,2135.0,1650 commonwealth av,boston,2135.0,38640.0,,Multifamily Housing,Multifamily Housing (38640.0),Not Available,,Not Available,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,pending revisions,,2025.0,No,No,No,No,No,No,,
100060,600291000.0,170 west broadway,170 w broadway,boston,2127.0,170 w broadway,boston,2127.0,67100.0,13075.0,Multifamily Housing,"Multifamily Housing (67100.0),Parking (13075.0)",55.3,59.0,3711004.8,2243500.2,119152.296,430101.0,88230.919,,,,,,,,,,,,,,,,,,,,,,22.21,in compliance,207383.215,2030.0,No,No,No,No,No,No,,
100061,1809452001.0,1717 hyde park avenue llc,1717-1719 hyde park ave,boston,2136.0,1725 hyde park av,boston,2136.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,,,,,,,,
100062,304445000.0,18-20 oxford street llc,18-20 oxford st,boston,2111.0,20  18 oxford st,boston,2111.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
100064,1200005000.0,185 dudley street llc,185 dudley st,boston,2119.0,185 dudley st,boston,2119.0,20152.0,,Office,Office (20152.0),64.3,40.0,1295774.8,892200.0,47384.742,118281.0,24264.164,,,,,,,,,,,,,,,,,,,,,,12.42,in compliance,71648.906,2030.0,No,No,No,No,No,No,,
100065,304176000.0,185 franklin street,185 franklin st,boston,2110.0,185 franklin st,boston,2110.0,813721.0,35945.0,Office,"Office (813721.0),Parking (35945.0)",43.1,88.0,35082733.4,,,6454886.0,1324155.314,,,,,,13058662.7,720838.181,,,,,,,,,,,,,,,7.51,in compliance,2044993.495,2025.0,No,No,No,No,No,No,,
100066,801106020.0,1850  condominium  trust,90 wareham st,boston,2118.0,90 wareham st,boston,2118.0,70831.0,,Multifamily Housing,Multifamily Housing (70831.0),63.6,9.0,4502151.3,234200.0,12438.362,1250865.0,256602.446,,,,,,,,,,,,,,,,,,,,,,29.32,in compliance,269040.808,2025.0,No,No,No,No,No,No,,
100068,1100994000.0,1890 columbus ave llc,bragdon st,boston,2119.0,bragdon st,boston,2119.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
100069,303270000.0,190 north street llc,5 baker's aly,boston,2113.0,5 bakers al,boston,2113.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,No,No,No,No,No,No,,
100071,2102480000.0,1955 comm ave llc,1955 commonwealth ave,boston,2135.0,1955 commonwealth av,boston,2135.0,48132.0,,Multifamily Housing,Multifamily Housing (48132.0),64.2,76.0,3090381.9,2085967.2,110785.718,124701.0,25581.163,,,,,,,,578934.9,42551.715,,,,,,,,,,,,,43.14,in compliance,178918.596,2025.0,No,No,No,No,No,No,,
100076,801023010.0,1k mass ave llc,1000 massachusetts ave,boston,2118.0,1000 massachusetts av,boston,2118.0,31422.0,,Office,Office (31422.0),17.7,97.0,554641.1,,,162556.0,33346.738,,,,,,,,,,,,,,,,,,,,,,4.1,in compliance,33346.738,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
100077,401398000.0,,20 hemenway st,boston,2115.0,20 hemenway st,boston,2115.0,27566.0,,Other - Lodging/Residential,Other - Lodging/Residential (27566.0),78.7,,2170612.3,1851000.0,98306.61,93673.0,19216.079,,,,,,,,,,,,,,,,,,,,,,34.78,in compliance,117522.689,2025.0,,,,,,,,
100078,2201824010.0,20 penniman road realty trust,20 penniman rd,boston,2134.0,20 penniman rd,boston,2134.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,Yes,No,No,No,Yes,Yes,,
100080,305348000.0,201 south street owner llc,195  201 south st,boston,2111.0,195  201 south st,boston,2111.0,85103.0,,Office,Office (85103.0),43,94.0,3662273.7,2759148.1,146538.356,264691.0,54298.712,,,,,,,,,,,,,,,,,,,,,,2.91,in compliance,200837.068,2025.0,No,No,No,No,No,No,,
100083,302807000.0,21 beacon condominium trust,21-23 beacon st,boston,2108.0,19  23 beacon st,boston,2108.0,131932.0,,Multifamily Housing,"Multifamily Housing (114886.0),Office (9422.0),Other - Restaurant/Bar (5742.0),Convenience Store without Gas Station (1882.0)",94.6,51.0,12486674.4,9570100.2,508268.022,854799.0,175353.467,,,,,,,,,,,,,,,,,,,,,,41.41,in compliance,683621.489,2025.0,No,No,No,No,No,No,,
100084,1704098000.0,2165 dot ave llc,2165 dorchester ave,boston,2124.0,2165 dorchester av,boston,2124.0,31200.0,,Multifamily Housing,Multifamily Housing (31200.0),55.5,91.0,1730231.4,,,107193.0,21989.572,,,,,,,,,,1364488.9,101258.721,,,,,,,,,,,42.58,in compliance,123248.293,2025.0,Yes,No,No,No,Yes,Yes,,
100086,1100896020.0,225 centre street condominium trust,225 centre st,boston,2119.0,225 centre st,boston,2119.0,128924.0,19431.0,Multifamily Housing,"Multifamily Housing (112619.0),Parking (19431.0),Retail Store (16305.0)",57.7,87.0,7435635.2,4989987.4,265018.231,716778.4,147039.921,,,,,,,,,,,,,,,,,,,,,,32.29,in compliance,412058.152,2025.0,No,No,No,No,No,No,,
100087,700421000.0,232 old colony condominium trust,232 old colony av,boston,2127.0,232 old colony av,boston,2127.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
100088,1502982000.0,233 hancock llc,233 hancock st,boston,2125.0,233 hancock st,boston,2125.0,36160.0,,Multifamily Housing,Multifamily Housing (36160.0),39,54.0,1412015.3,,,413838.0,84894.727,,,,,,,,,,,,,,,,,,,,,,21.54,in compliance,84894.727,2025.0,Yes,No,No,No,Yes,Yes,,
100090,401400000.0,24 haviland llc mass llc,24 haviland st,boston,2115.0,24 haviland st,boston,2115.0,25030.0,,Multifamily Housing,Multifamily Housing (25030.0),65.4,84.0,1637378.1,1275300.0,67731.183,106119.0,21769.252,,,,,,,,,,,,,,,,,,,,,,36.28,in compliance,89500.435,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
100091,2201898000.0,24-26 hichborn street llc,26 hichborn st,boston,2135.0,26  24 hichborn st,boston,2135.0,31532.0,8500.0,Multifamily Housing,"Multifamily Housing (31532.0),Parking (8500.0)",32.3,100.0,1018372.3,316500.0,16809.315,205707.0,42198.734,,,,,,,,,,,,,,,,,,,,,,38.7,in compliance,59008.049,2030.0,No,No,No,No,No,No,,
100092,302417000.0,244 hanover street llc,20 parmenter st,boston,2113.0,20 parmenter st,boston,2113.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
100093,305364005.0,245 summer street llc,245 summer st,boston,2210.0,245 summer st,boston,2210.0,906422.0,,Office,"Restaurant (10000.0),Office (708922.0),Data Center (21000.0),Financial Office (166500.0)",81.1,77.0,73480568.7,18188976.8,966016.558,16051870.0,3292880.612,,,,,,,,,,522606.0,38782.591,,,,,,,,,,,12.13,in compliance,4297679.761,2025.0,No,No,No,No,No,No,,
100095,602674085.0,25 fid kennedy llc lessee,25 fid kennedy dr,boston,2210.0,25 fid kennedy dr,boston,2210.0,157000.0,,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant (157000.0),57.6,,9044390.2,5743669.1,305046.266,967386.0,198449.564,,,,,,,,,,,,,,,,,,,,,,1.35,in compliance,503495.83,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,,
100096,1403317001.0,250 woodrow avenue llc,250-258 woodrow ave,boston,2124.0,258  250 woodrow av,boston,2124.0,21000.0,,Self-Storage Facility,Self-Storage Facility (21000.0),25.7,,540440.8,374341.7,19881.288,48680.9,9986.4,,,,,,,,,,,,,,,,,,,,,,0.13,in compliance,29867.688,2030.0,No,No,No,No,No,No,,
100097,1001074000.0,256 holdings llc,256 parker hill ave,boston,2120.0,256 parker hill av,boston,2120.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,No,No,No,No,No,No,,
100099,1400137000.0,259 quincy street llc,259 quincy st,boston,2121.0,259 quincy st,boston,2121.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
100100,503173010.0,261 newbury street llc,257-261 newbury st,boston,2116.0,257  261 newbury st,boston,2116.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,No,No,No,No,No,No,,
100101,602701000.0,262 summer realty associates,262-266 summer st,boston,2210.0,262  266 summer st,boston,2210.0,55907.0,2407.0,Office,"Office (55907.0),Parking (2407.0)",56,80.0,3131927.6,282000.0,14977.02,835266.0,171346.467,,,,,,,,,,,,,,,,,,,,,,6.28,in compliance,186323.487,2025.0,No,No,No,No,No,No,,
100102,502641000.0,280 beacon street,280 beacon st,boston,2116.0,280 beacon st,boston,2116.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,No,No,No,No,No,No,,
100103,301652000.0,280 beacon street,101-111 causeway st,boston,2114.0,101  111 causeway st,boston,2114.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2025.0,,,,,,,,
100104,602697000.0,280 holdings llc,286-290 summer st,boston,2210.0,290  286 summer st,boston,2210.0,138350.0,,Office,Office (138350.0),45.6,88.0,6311903.9,,,1132936.0,232410.491,,,,,,,,,,2446326.0,181541.852,,,,,,,,,,,2.27,in compliance,413952.343,2025.0,No,No,No,No,No,No,,
100105,1600589000.0,286 adams street llc,286 adams st,boston,2122.0,101 park st,boston,2122.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,No,No,No,No,No,No,,
100107,303907000.0,294 washington owner llc,280-306 washington st,boston,2108.0,280  300 washington st,boston,2108.0,226530.0,,Office,"Office (209155.0),Medical Office (17375.0)",42.5,91.0,9616620.8,5373700.1,285397.212,1243529.0,255097.539,,,,,,,,,,,,,,,,,,,,,,3.74,in compliance,540494.751,2025.0,No,No,No,No,No,No,,
100108,2102565020.0,2life kurlat llc,28 wallingford rd,boston,2135.0,28 wallingford rd,boston,2135.0,187656.0,,Multifamily Housing,Multifamily Housing (187656.0),84.6,22.0,15880049.4,10544325.1,560009.106,1563811.0,320800.189,,,,,,,,,,,,,,,,,,,,,,54.04,in compliance,880809.295,2025.0,No,No,No,No,No,No,,
100109,2102565010.0,2life leventhal limited partnership,40 wallingford rd,boston,2135.0,40 wallingford rd,boston,2135.0,158387.0,,Multifamily Housing,Multifamily Housing (158387.0),80.2,25.0,12696464,7613382.0,404346.718,1489766.0,305610.597,,,,,,,,,,,,,,,,,,,,,,41.14,in compliance,709957.315,2025.0,No,No,No,No,No,No,,
100110,2102565015.0,2life unin limited partnership,30 wallingford rd,boston,2135.0,30 wallingford rd,boston,2135.0,140990.0,,Multifamily Housing,Multifamily Housing (140990.0),76.7,84.0,10817766.5,8539203.8,453517.114,667808.5,136994.236,,,,,,,,,,,,,,,,,,,,,,38.47,in compliance,590511.35,2025.0,No,No,No,No,No,No,,
100111,304947000.0,30 kneeland llc,24-44 kneeland st,boston,2111.0,24  44 kneeland st,boston,2111.0,20218.0,,Office,Office (20218.0),53.9,83.0,1090067,778200.0,41330.202,91403.0,18750.411,,,,,,,,,,,,,,,,,,,,,,32.09,in compliance,60080.613,2030.0,No,No,No,No,No,No,,
100112,601166060.0,300 a street llc,288-304 a st,boston,2127.0,288  304 a st,boston,2127.0,125031.0,,Office,Office (125031.0),47,83.0,5873856.5,2896016.5,153807.436,872755.0,179036.961,,,,,,,,,,,,,,,,,,,,,,1.29,in compliance,332844.397,2025.0,No,No,No,No,No,No,,
100113,401160000.0,300 mass ave llc,300 massachusetts ave,boston,2115.0,247 huntington av,boston,2115.0,102863.0,,Office,Office (102863.0),29,88.0,2980898.4,,,873651.3,179220.828,,,,,,,,,,,,,,,,,,,,,,,in compliance,179220.828,2025.0,I'm not sure,No,No,No,I'm not sure,I'm not sure,C10059,
100114,600480000.0,301 west broadway condominium trust,301-305 w broadway,boston,2127.0,247  251 d st,boston,2127.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
100115,900879000.0,31 heath street realty partners llc,1759-1763 washington st,boston,2118.0,631 631a massachusetts av,boston,2118.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,not submitted,,2030.0,,,,,,,,
